customer_id,country,age,gender,membership_tier,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,churned,orders_with_discount,avg_discount_pct,total_discount_usd,discount_ratio,recency_log,frequency_log,monetary_log,recency_final,frequency_final,monetary_final,Cluster_RFM,recency_cat,frequency_cat,monetary_cat,account_age_days,age_group,region,Cluster_LCA,prob_max_clase
C00674,India,34,Male,Free,2024-12-08,30,4148.7,150.74,76,Sports & Outdoors,Desktop,Credit Card,Paid Ad,7,4.4,1,1,1,0,0.0,0.0,0.0,0.0,4.343805421853684,3.4339872044851463,8.33079132145513,0.6568807251414382,1.0360583231953018,1.3322499506460708,0,Dormido,Frecuente,Gasto Alto,540,26-35,Asia,0,0.4189505796972788
C00675,Australia,50,Female,Free,2025-07-20,12,293.13,21.3,47,Home & Kitchen,Mobile,Credit Card,Email Campaign,3,4.4,0,4,0,0,0.0,0.0,0.0,0.0,3.871201010907891,2.5649493574615367,5.684021846478046,0.26708215599496893,0.06700003375814713,-0.7625769029146654,2,En Riesgo,Frecuente,Gasto Bajo,316,46-55,Oceanía,0,0.7627853677008489
C00676,United States,20,Male,Free,2026-01-20,12,1369.1,103.62,30,Clothing & Apparel,Mobile,Credit Card,Organic Search,3,4.9,0,2,1,0,0.0,0.0,0.0,0.0,3.4339872044851463,2.5649493574615367,7.222639008859063,-0.09352665807345271,0.06700003375814713,0.45518557303087537,0,Activo,Frecuente,Gasto Medio,132,18-25,Norteamérica,1,0.4917928285153889
C00677,India,45,Female,Platinum,2026-01-20,16,1354.85,76.12,58,Clothing & Apparel,Mobile,Credit Card,Email Campaign,3,4.4,2,14,0,0,0.0,0.0,0.0,0.0,4.07753744390572,2.833213344056216,7.21218384291253,0.43726602326861796,0.36613941054983395,0.44691066938312896,0,En Riesgo,Frecuente,Gasto Medio,132,36-45,Asia,1,0.5304015999107454
C00678,UAE,20,Female,Gold,2024-06-18,8,1326.26,185.46,38,Clothing & Apparel,Desktop,Debit Card,Social Media,0,4.3,0,0,1,0,1.0,5.0,9.3,0.125,3.6635616461296463,2.1972245773362196,7.190871945810986,0.095823645886977,-0.34304740851649596,0.4300430370597577,0,En Riesgo,Frecuente,Gasto Medio,713,18-25,Otros,0,0.4095020331554628
C00679,United States,45,Female,Free,2025-04-15,2,102.42,59.36,11,Electronics,Mobile,Credit Card,Social Media,0,4.4,0,3,0,0,1.0,1.6666666666666667,4.39,0.5,2.4849066497880004,1.0986122886681098,4.638798366968075,-0.876317156125147,-1.5681026220006942,-1.5898352771516717,2,Activo,Ocasional,Gasto Bajo,412,36-45,Norteamérica,2,0.45880838588764467
C00680,United States,31,Male,Free,2025-07-07,18,1266.52,79.33,45,Beauty & Personal Care,Desktop,Credit Card,Referral,6,3.0,1,2,0,0,1.0,2.5,3.51,0.05555555555555555,3.828641396489095,2.9444389791664403,7.1448175144335515,0.23197948572857785,0.49016637217253833,0.3935925412810288,0,En Riesgo,Frecuente,Gasto Medio,329,26-35,Norteamérica,0,0.651907006036748
C00681,Japan,34,Female,Free,2024-12-06,22,1788.62,94.52,89,Sports & Outdoors,Desktop,Buy Now Pay Later,Organic Search,4,4.0,2,8,1,0,0.0,0.0,0.0,0.0,4.499809670330265,3.1354942159291497,7.4897585857951885,0.7855511975884598,0.70321078854564,0.6666015154345575,0,Dormido,Frecuente,Gasto Alto,542,26-35,Asia,2,0.3715562865782132
C00682,Japan,51,Female,Free,2024-03-24,5,407.38,89.3,135,Beauty & Personal Care,Mobile,Buy Now Pay Later,Organic Search,1,2.7,0,1,1,0,3.0,7.5,31.6,0.6,4.912654885736052,1.791759469228055,6.012198113494889,1.126061083905623,-0.79517883804568,-0.5028366938229188,2,Dormido,Ocasional,Gasto Bajo,799,46-55,Asia,2,0.545664448603908
C00683,India,29,Female,Silver,2021-03-29,3,391.52,124.54,10,Sports & Outdoors,Desktop,PayPal,Social Media,0,4.5,0,0,1,0,0.0,0.0,0.0,0.0,2.3978952727983707,1.3862943611198906,5.972587491338293,-0.9480831182374049,-1.2473102675748637,-0.5341871366039639,2,Activo,Ocasional,Gasto Bajo,1890,26-35,Asia,0,0.3856019789467469
C00684,Singapore,37,Female,Free,2024-07-08,8,385.28,53.57,38,Clothing & Apparel,Mobile,Debit Card,Paid Ad,0,3.6,0,6,1,0,1.0,1.25,9.59,0.125,3.6635616461296463,2.1972245773362196,5.956562495098717,0.095823645886977,-0.34304740851649596,-0.5468703690381614,2,En Riesgo,Frecuente,Gasto Bajo,693,36-45,Asia,1,0.5066695993181175
C00685,India,19,Male,Gold,2026-03-10,12,3695.3,311.23,47,Clothing & Apparel,Mobile,Debit Card,Referral,1,4.3,1,9,0,0,1.0,2.5,2.96,0.08333333333333333,3.871201010907891,2.5649493574615367,8.215087598298732,0.26708215599496893,0.06700003375814713,1.2406744399654213,0,En Riesgo,Frecuente,Gasto Alto,83,18-25,Asia,0,0.42084199613608486
C00686,United States,54,Female,Gold,2025-12-04,8,365.88,50.91,24,Books,Mobile,Debit Card,Paid Ad,3,4.8,0,8,0,0,1.0,3.3333333333333335,2.42,0.125,3.2188758248682006,2.1972245773362196,5.905034819109594,-0.27094799828905625,-0.34304740851649596,-0.5876527493640964,2,Activo,Frecuente,Gasto Bajo,179,46-55,Norteamérica,1,0.5104586077217032
C00687,United States,18,Male,Free,2025-11-07,9,748.43,93.18,161,Sports & Outdoors,Mobile,Buy Now Pay Later,Social Media,1,4.2,1,1,0,0,2.0,6.666666666666667,29.2,0.2222222222222222,5.087596335232384,2.302585092994046,6.619312917583947,1.2703507374059175,-0.22556060235808023,-0.022326242563828147,0,Dormido,Frecuente,Gasto Medio,206,18-25,Norteamérica,1,0.4601408388902212
C00688,France,35,Female,Silver,2024-12-08,3,128.96,42.6,41,Health & Wellness,Desktop,PayPal,Direct,0,3.7,0,4,1,0,3.0,6.666666666666667,24.5,1.0,3.7376696182833684,1.3862943611198906,4.8672267108008995,0.15694703119363804,-1.2473102675748637,-1.4090421127679285,2,En Riesgo,Ocasional,Gasto Bajo,540,26-35,Europa,2,0.6710884884423503
C00689,United States,43,Other,Free,2024-01-23,24,1407.33,60.57,1,Sports & Outdoors,Mobile,UPI / Digital Wallet,Social Media,3,4.6,1,3,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,3.2188758248682006,7.250159884256458,-2.354139328715579,0.7961890628587025,0.47696739776514396,1,Activo,Frecuente,Gasto Medio,860,36-45,Norteamérica,2,0.43197732390678845
C00690,Germany,41,Male,Free,2025-09-24,9,397.84,48.15,42,Health & Wellness,Mobile,Debit Card,Social Media,1,2.9,1,2,1,0,1.0,3.3333333333333335,4.5,0.1111111111111111,3.7612001156935624,2.302585092994046,5.988560333960592,0.17635470917836668,-0.22556060235808023,-0.5215451819610563,2,En Riesgo,Frecuente,Gasto Bajo,250,36-45,Europa,1,0.3465245852701901
C00695,United States,25,Female,Gold,2024-09-02,9,527.09,53.98,20,Sports & Outdoors,Mobile,Credit Card,Organic Search,1,4.9,0,2,0,0,0.0,0.0,0.0,0.0,3.044522437723423,2.302585092994046,6.26926672372599,-0.41475262486641995,-0.22556060235808023,-0.29937574529270655,1,Activo,Frecuente,Gasto Medio,637,18-25,Norteamérica,1,0.5109031204222186
C00696,United States,43,Female,Free,2023-12-28,23,875.81,35.11,80,Clothing & Apparel,Mobile,Credit Card,Paid Ad,8,4.5,2,9,0,0,1.0,10.0,71.22,0.043478260869565216,4.394449154672439,3.1780538303479458,6.776290321238203,0.6986510813458602,0.7506687298643487,0.10191596427967653,0,Dormido,Frecuente,Gasto Medio,886,36-45,Norteamérica,1,0.5622798762904869
C00697,Netherlands,53,Male,Free,2026-01-14,12,658.78,59.26,23,Home & Kitchen,Mobile,PayPal,Social Media,2,4.9,0,6,0,0,2.0,16.666666666666668,60.11,0.16666666666666666,3.1780538303479458,2.5649493574615367,6.491906446119233,-0.3046175000650891,0.06700003375814713,-0.12316407535015853,1,Activo,Frecuente,Gasto Medio,138,46-55,Europa,0,0.5002005420890837
C00698,Australia,45,Male,Silver,2023-05-15,10,1116.27,119.25,1,Health & Wellness,Mobile,UPI / Digital Wallet,Paid Ad,2,3.6,0,1,1,0,2.0,7.5,6.0600000000000005,0.2,0.6931471805599453,2.3978952727983707,7.01864348874978,-2.354139328715579,-0.11928085847413247,0.29373014687038046,1,Activo,Frecuente,Gasto Medio,1113,36-45,Oceanía,0,0.5779776357694186
C00699,United States,26,Female,Free,2022-03-17,1,58.32,65.68,64,Travel & Luggage,Mobile,Credit Card,Email Campaign,0,4.0,0,0,1,0,1.0,30.0,42.49,1.0,4.174387269895637,0.6931471805599453,4.082946517269732,0.5171466225998932,-2.020234051529878,-2.02977286610984,2,En Riesgo,Compra Unica,Gasto Bajo,1537,26-35,Norteamérica,2,0.6729174468255829
C00700,Poland,41,Female,Silver,2023-09-05,28,2564.94,94.84,40,Books,Desktop,Credit Card,Organic Search,10,4.1,1,3,1,0,2.0,27.5,58.41,0.07142857142857142,3.713572066704308,3.367295829986474,7.850080162205398,0.13707165358839518,0.9616912176506566,0.9517836294484642,0,En Riesgo,Frecuente,Gasto Alto,1000,36-45,Otros,2,0.43954995208148245
C00701,United States,31,Female,Gold,2023-10-09,22,1586.89,63.17,14,Electronics,Mobile,Credit Card,Email Campaign,4,3.6,0,2,1,0,1.0,2.5,3.67,0.045454545454545456,2.70805020110221,3.1354942159291497,7.370161369886427,-0.6922709750019723,0.70321078854564,0.5719444393781152,1,Activo,Frecuente,Gasto Alto,966,26-35,Norteamérica,2,0.6327470389834445
C00702,Brazil,62,Male,Gold,2023-01-21,7,396.45,49.49,142,Books,Desktop,Debit Card,Social Media,0,3.5,1,0,1,0,1.0,3.3333333333333335,22.08,0.14285714285714285,4.962844630259907,2.0794415416798357,5.985069140019122,1.1674569958948349,-0.47438648361984964,-0.524308341687932,2,Dormido,Frecuente,Gasto Bajo,1227,56+,Latinoamérica,1,0.6004961234007131
C00703,Brazil,52,Male,Gold,2022-09-23,9,2080.41,219.32,22,Clothing & Apparel,Tablet,PayPal,Direct,1,3.9,1,2,1,0,0.0,0.0,0.0,0.0,3.1354942159291497,2.302585092994046,7.6408008276507555,-0.33972017033148016,-0.22556060235808023,0.7861462461912081,1,Activo,Frecuente,Gasto Alto,1347,46-55,Latinoamérica,1,0.5696378779052885
C00704,Netherlands,21,Female,Free,2024-03-28,18,470.58,24.6,63,Health & Wellness,Mobile,Debit Card,Organic Search,1,4.5,1,7,1,0,1.0,7.5,2.99,0.05555555555555555,4.1588830833596715,2.9444389791664403,6.156088758942902,0.50435895158471,0.49016637217253833,-0.3889522052377184,0,En Riesgo,Frecuente,Gasto Bajo,795,18-25,Europa,2,0.5823504144753574
C00705,France,41,Male,Silver,2020-07-05,12,1300.53,122.79,47,Electronics,Desktop,PayPal,Email Campaign,1,4.6,1,1,1,0,2.0,8.0,178.20000000000002,0.16666666666666666,3.871201010907891,2.5649493574615367,7.171295774495512,0.26708215599496893,0.06700003375814713,0.41454917189724055,0,En Riesgo,Frecuente,Gasto Medio,2157,36-45,Europa,2,0.5596654225441726
C00706,United States,33,Male,Gold,2026-02-26,2,298.66,134.19,0,Home & Kitchen,Mobile,Credit Card,Paid Ad,0,3.6,0,2,0,0,1.0,10.0,43.8,0.5,0.0,1.0986122886681098,5.702648498614998,-2.925838984775637,-1.5681026220006942,-0.747834549469336,1,Activo,Ocasional,Gasto Bajo,95,26-35,Norteamérica,2,0.3605589794085969
C00707,United States,38,Female,Platinum,2024-10-08,22,3682.06,174.72,46,Clothing & Apparel,Desktop,Credit Card,Social Media,5,2.5,2,7,1,0,0.0,0.0,0.0,0.0,3.8501476017100584,3.1354942159291497,8.211499207379433,0.2497175512835,0.70321078854564,1.2378343521792015,0,En Riesgo,Frecuente,Gasto Alto,601,36-45,Norteamérica,1,0.6265841678360001
C00709,United States,18,Male,Free,2024-12-12,5,206.69,38.96,100,Office Supplies,Desktop,PayPal,Organic Search,1,4.4,0,3,1,0,0.0,0.0,0.0,0.0,4.61512051684126,1.791759469228055,5.336046583358044,0.8806582298886922,-0.79517883804568,-1.0379873353116744,2,Dormido,Ocasional,Gasto Bajo,536,18-25,Norteamérica,1,0.8392860920954632
C00710,Australia,31,Male,Free,2024-02-07,1,17.8,16.86,107,Food & Grocery,Desktop,Debit Card,Paid Ad,0,3.9,0,2,0,0,2.0,3.3333333333333335,56.88,2.0,4.68213122712422,0.6931471805599453,2.9338568698359038,0.9359278769356016,-2.020234051529878,-2.9392377338856264,2,Dormido,Compra Unica,Gasto Bajo,845,26-35,Oceanía,0,0.9824450087872554
C00711,United States,32,Male,Free,2024-10-14,48,10448.07,233.96,0,Home & Kitchen,Mobile,UPI / Digital Wallet,Email Campaign,2,3.9,7,9,0,0,1.0,4.0,17.83,0.020833333333333332,0.0,3.8918202981106265,9.254268258217337,-2.925838984775637,1.5465849430381025,2.06315013068167,1,Activo,Frecuente,Gasto Alto,595,26-35,Norteamérica,0,0.42651867957717304
C00712,United States,43,Female,Free,2025-09-15,9,269.4,27.35,79,Automotive,Desktop,Credit Card,Social Media,1,3.3,0,7,1,0,0.0,0.0,0.0,0.0,4.382026634673881,2.302585092994046,5.599902344168809,0.6884051327078847,-0.22556060235808023,-0.8291545909269846,2,Dormido,Frecuente,Gasto Bajo,259,36-45,Norteamérica,0,0.5167317979889374
C00713,Mexico,42,Female,Silver,2026-01-07,14,499.61,35.51,30,Sports & Outdoors,Mobile,Cryptocurrency,Paid Ad,1,3.3,1,3,1,0,0.0,0.0,0.0,0.0,3.4339872044851463,2.70805020110221,6.215827354826921,-0.09352665807345271,0.2265708271711033,-0.341671164695667,0,Activo,Frecuente,Gasto Bajo,145,36-45,Norteamérica,1,0.4890868353468587
C00714,United States,56,Female,Silver,2025-05-24,12,265.05,23.57,13,Sports & Outdoors,Mobile,Bank Transfer,Organic Search,1,4.9,1,0,1,0,1.0,10.0,5.77,0.08333333333333333,2.6390573296152584,2.5649493574615367,5.583684261042379,-0.7491754853367365,0.06700003375814713,-0.8419906449799432,1,Activo,Frecuente,Gasto Bajo,373,56+,Norteamérica,2,0.6766170518945746
C00715,France,48,Female,Platinum,2025-03-28,75,19449.63,279.02,4,Food & Grocery,Mobile,Credit Card,Email Campaign,7,4.2,7,8,0,0,0.0,0.0,0.0,0.0,1.6094379124341003,4.330733340286331,9.875634739267525,-1.5983934915323468,2.036013940082567,2.55494029326005,1,Activo,Frecuente,Gasto Alto,430,46-55,Europa,0,0.5397877424826768
C00716,France,48,Female,Free,2025-05-15,68,4839.53,82.47,53,Toys & Games,Desktop,Credit Card,Direct,7,4.3,7,2,1,0,0.0,0.0,0.0,0.0,3.9889840465642745,4.23410650459726,8.48477949784777,0.3642282208755437,1.9282660020298383,1.4541262870961655,0,En Riesgo,Frecuente,Gasto Alto,382,46-55,Europa,2,0.5121338526080799
C00718,India,56,Male,Free,2025-01-19,19,5467.4,309.02,132,Electronics,Tablet,Debit Card,Email Campaign,7,3.6,1,6,1,0,1.0,5.0,2.46,0.05263157894736842,4.890349128221754,2.995732273553991,8.606741348057836,1.1076635570069606,0.5473631815969336,1.550654889736262,0,Dormido,Frecuente,Gasto Alto,498,56+,Asia,2,0.773787471314626
C00719,India,50,Male,Silver,2023-08-03,11,527.7,52.58,16,Home & Kitchen,Mobile,PayPal,Organic Search,3,3.8,0,4,1,0,2.0,4.166666666666667,15.46,0.18181818181818182,2.833213344056216,2.4849066497880004,6.270421163241404,-0.5890378842745511,-0.02225505409066562,-0.2984620461887369,1,Activo,Frecuente,Gasto Medio,1033,46-55,Asia,0,0.459696556072783
C00720,United Kingdom,18,Female,Silver,2025-07-24,38,1446.43,34.52,93,Food & Grocery,Mobile,UPI / Digital Wallet,Organic Search,11,4.5,3,6,1,0,1.0,7.5,9.39,0.02631578947368421,4.543294782270004,3.6635616461296463,7.277544849037736,0.8214172073435579,1.292055247242345,0.4986416539291161,0,Dormido,Frecuente,Gasto Alto,312,18-25,Europa,2,0.623477563514496
C00722,United Kingdom,31,Male,Silver,2024-09-14,26,1956.6,77.91,42,Home & Kitchen,Mobile,UPI / Digital Wallet,Direct,9,4.9,0,0,0,0,2.0,11.666666666666666,21.11,0.07692307692307693,3.7612001156935624,3.295836866004329,7.579474512128462,0.17635470917836668,0.8820078049677019,0.7376085802552081,0,En Riesgo,Frecuente,Gasto Alto,625,26-35,Europa,2,0.4423500966454769
C00723,Canada,45,Female,Silver,2025-11-20,3,256.76,92.79,77,Electronics,Mobile,Credit Card,Email Campaign,0,4.6,0,10,1,0,2.0,2.5,39.980000000000004,0.6666666666666666,4.356708826689592,1.3862943611198906,5.552028919428664,0.667523301947035,-1.2473102675748637,-0.8670447572847645,2,Dormido,Ocasional,Gasto Bajo,193,36-45,Norteamérica,2,0.6901394383530711
C00724,Japan,39,Male,Free,2024-08-26,16,1499.25,88.64,22,Electronics,Desktop,Credit Card,Email Campaign,5,4.8,0,3,1,0,0.0,0.0,0.0,0.0,3.1354942159291497,2.833213344056216,7.313387039869622,-0.33972017033148016,0.36613941054983395,0.5270095131457686,0,Activo,Frecuente,Gasto Alto,644,36-45,Asia,0,0.4239657396149374
C00725,Canada,27,Other,Free,2024-11-12,3,112.58,43.72,12,Books,Desktop,Debit Card,Paid Ad,1,4.5,0,0,0,0,1.0,7.5,64.26,0.3333333333333333,2.5649493574615367,1.3862943611198906,4.732507434449286,-0.8102988706433972,-1.2473102675748637,-1.515667778683194,2,Activo,Ocasional,Gasto Bajo,566,26-35,Norteamérica,2,0.5368451102419323
C00727,Mexico,42,Male,Free,2025-03-20,6,1062.47,205.37,44,Electronics,Desktop,Buy Now Pay Later,Direct,1,4.2,0,1,1,0,2.0,5.0,7.1899999999999995,0.3333333333333333,3.8066624897703196,1.9459101490553132,6.969292425497707,0.21385154152840183,-0.6232864462233948,0.2546704805376663,2,En Riesgo,Frecuente,Gasto Medio,438,36-45,Norteamérica,2,0.3760626321603131
C00728,Mexico,18,Female,Gold,2026-02-16,13,291.51,23.2,7,Home & Kitchen,Mobile,Buy Now Pay Later,Organic Search,4,4.3,1,1,1,0,1.0,2.5,21.72,0.07692307692307693,2.0794415416798357,2.6390573296152584,5.678498854121702,-1.2107400165954636,0.14963733773161927,-0.7669481610878698,1,Activo,Frecuente,Gasto Bajo,105,18-25,Norteamérica,2,0.43060316072616583
C00729,India,23,Female,Silver,2024-10-20,1,94.18,84.42,12,Office Supplies,Mobile,Credit Card,Referral,0,4.2,0,4,1,0,0.0,0.0,0.0,0.0,2.5649493574615367,0.6931471805599453,4.555769835692964,-0.8102988706433972,-2.020234051529878,-1.655549499176359,2,Activo,Compra Unica,Gasto Bajo,589,18-25,Asia,1,0.6827184204208613
C00730,United States,44,Male,Gold,2023-04-16,10,510.07,52.96,4,Food & Grocery,Desktop,PayPal,Organic Search,1,4.2,0,19,0,0,0.0,0.0,0.0,0.0,1.6094379124341003,2.3978952727983707,6.236506567123308,-1.5983934915323468,-0.11928085847413247,-0.3253042805984677,1,Activo,Frecuente,Gasto Medio,1142,36-45,Norteamérica,0,0.5403815474473203
C00731,United States,44,Female,Free,2023-11-23,12,1215.89,116.79,121,Pet Supplies,Mobile,PayPal,Organic Search,1,4.9,1,14,1,0,1.0,1.25,4.26,0.08333333333333333,4.804021044733257,2.5649493574615367,7.104053702706886,1.0364611673516666,0.06700003375814713,0.36132938868469155,0,Dormido,Frecuente,Gasto Medio,921,36-45,Norteamérica,2,0.501058883138667
C00732,United States,18,Female,Silver,2024-12-30,7,660.81,100.29,42,Food & Grocery,Desktop,Debit Card,Direct,0,4.0,0,0,1,0,1.0,6.666666666666667,15.62,0.14285714285714285,3.7612001156935624,2.0794415416798357,6.4949785056785805,0.17635470917836668,-0.47438648361984964,-0.12073264604681348,2,En Riesgo,Frecuente,Gasto Medio,518,18-25,Norteamérica,0,0.4969164783916346
C00733,United States,37,Male,Free,2024-01-25,13,465.44,31.91,48,Electronics,Mobile,Credit Card,Organic Search,2,2.5,0,3,0,0,3.0,17.5,203.62,0.23076923076923078,3.8918202981106265,2.6390573296152584,6.145129394652132,0.2840887019820486,0.14963733773161927,-0.39762616450440436,0,En Riesgo,Frecuente,Gasto Bajo,858,36-45,Norteamérica,2,0.4498674075053744
C00734,United States,40,Female,Silver,2025-10-24,13,1111.1,90.91,120,Books,Desktop,Credit Card,Referral,2,4.4,1,0,1,0,1.0,5.0,29.64,0.07692307692307693,4.795790545596741,2.6390573296152584,7.014005398824796,1.0296727483008277,0.14963733773161927,0.2900592584851463,0,Dormido,Frecuente,Gasto Medio,220,36-45,Norteamérica,1,0.4467901825264522
C00735,France,36,Female,Free,2025-06-11,15,379.16,28.88,135,Health & Wellness,Mobile,Credit Card,Social Media,3,4.5,2,5,1,0,1.0,2.5,3.64,0.06666666666666667,4.912654885736052,2.772588722239781,5.940592216734226,1.126061083905623,0.2985373003351647,-0.5595102941593566,0,Dormido,Frecuente,Gasto Bajo,355,36-45,Europa,2,0.48037494768218103
C00736,United States,27,Female,Free,2026-03-19,59,2217.24,41.44,9,Toys & Games,Desktop,PayPal,Social Media,9,4.2,6,3,1,0,0.0,0.0,0.0,0.0,2.302585092994046,4.0943445622221,7.704469367647132,-1.0266938354722885,1.7724183950811314,0.8365377021046739,1,Activo,Frecuente,Gasto Alto,74,26-35,Norteamérica,0,0.519468641825143
C00737,France,40,Male,Free,2024-10-02,1,45.21,52.08,40,Electronics,Mobile,PayPal,Social Media,0,4.6,0,7,1,0,0.0,0.0,0.0,0.0,3.713572066704308,0.6931471805599453,3.833196224882175,0.13707165358839518,-2.020234051529878,-2.227441618195863,2,En Riesgo,Compra Unica,Gasto Bajo,607,36-45,Europa,1,0.35662894300715803
C00738,United States,46,Male,Free,2025-10-27,38,1911.86,52.56,43,Sports & Outdoors,Mobile,Debit Card,Direct,4,3.6,4,0,0,0,1.0,7.5,11.15,0.02631578947368421,3.784189633918261,3.6635616461296463,7.556354783280768,0.1953161938827108,1.292055247242345,0.7193101113877558,0,En Riesgo,Frecuente,Gasto Alto,217,46-55,Norteamérica,1,0.5036885317364123
C00739,France,52,Male,Free,2025-12-24,14,1384.26,98.67,89,Food & Grocery,Desktop,Credit Card,Organic Search,1,4.5,0,1,0,0,0.0,0.0,0.0,0.0,4.499809670330265,2.70805020110221,7.233643126634957,0.7855511975884598,0.2265708271711033,0.46389495313920037,0,Dormido,Frecuente,Gasto Medio,159,46-55,Europa,0,0.6486866713919542
C00740,Italy,40,Male,Gold,2025-10-14,33,2810.48,84.94,38,Toys & Games,Mobile,Credit Card,Email Campaign,12,3.9,4,2,0,0,1.0,3.75,38.77,0.030303030303030304,3.6635616461296463,3.5263605246161616,7.941466314066549,0.095823645886977,1.1390631945048482,1.0241126202322106,0,En Riesgo,Frecuente,Gasto Alto,230,36-45,Europa,2,0.4814332763254733
C00741,France,19,Female,Silver,2025-03-31,4,57.89,15.9,91,Beauty & Personal Care,Desktop,Credit Card,Email Campaign,1,4.8,0,2,1,0,0.0,0.0,0.0,0.0,4.5217885770490405,1.6094379124341003,4.07567129695648,0.8036791417886359,-0.9984843863130948,-2.0355309523435885,2,Dormido,Ocasional,Gasto Bajo,427,18-25,Europa,2,0.6784207010794868
C00742,United Kingdom,39,Male,Free,2026-02-02,5,1357.5,303.78,5,Electronics,Mobile,Cryptocurrency,Email Campaign,1,4.6,0,1,1,0,2.0,5.0,15.149999999999999,0.4,1.791759469228055,1.791759469228055,7.214136428866403,-1.448016812185205,-0.79517883804568,0.44845607389558445,1,Activo,Ocasional,Gasto Medio,119,36-45,Europa,2,0.4857448563045243
C00743,United Kingdom,57,Male,Free,2022-07-10,14,1041.28,74.48,31,Electronics,Desktop,Credit Card,Organic Search,0,3.8,0,0,0,0,0.0,0.0,0.0,0.0,3.4657359027997265,2.70805020110221,6.949165900227685,-0.06734070447534764,0.2265708271711033,0.23874102918079093,0,En Riesgo,Frecuente,Gasto Medio,1422,56+,Europa,2,0.7024145563872556
